"Video title","Video id","Video length (minutes)","Video created","Watch time (minutes)",Views,"Average view duration","Average percentage viewed","Card clicks","Cards shown","Clicks per card shown","Card teaser clicks","Card teasers shown","Clicks per card teaser shown","End screen elements shown","End screen element clicks","Clicks per end screen element shown","Estimated partner revenue usd","Estimated partner ad revenue usd","Estimated partner adsense revenue usd","Estimated partner doubleclick revenue usd","Partner transaction revenue usd",Transactions,"Partner revenue per transaction usd","Estimated monetized playbacks","Playback based cpm usd","Ad impressions","Cpm usd","Youtube ad revenue usd","Youtube red watch time (minutes)","Youtube red views","Youtube red partner revenue usd","Youtube red watch time (hours)","Annotation clicks","Clickable annotations shown","Annotation click through rate","Annotation closes","Closable annotations shown","Annotation close rate","Annotations shown",Likes,"Likes added","Likes removed",Dislikes,"Dislikes added","Dislikes removed",Shares,Comments,"Videos in playlists","Videos added to playlists","Videos removed from playlists",Subscribers,"Subscribers gained","Subscribers lost","Watch time (hours)"
"Fellow Short Talks: 17/11/2016 - 11:30 - 12:30",Ida6okAe93U,221.68,11/15/2016,740,43,17.2,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"From Big Data to Right Data - Dr Lior Horesh, IBM",W4LtKqCmUnk,54.68,03/29/2017,726,161,4.5,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,8,9,1,1,1,0,12
"Doctoral Masterclass: Social Data Science",aJVGe_93KdQ,178.98,11/14/2016,710,46,15.4,8.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12
"Fellow Short Talks: Professor Richard Samworth, Cambridge University",RJk8Jd9N1Ho,32.7,12/02/2016,702,155,4.5,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,50,2,2,2,0,0,0,0,2,0,1,1,0,1,1,0,12
"Dr Dong Nguyen, University of Edinburgh"," -G09F856lU4",22.7,02/01/2017,700,354,2,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,1,4,4,0,0,0,0,0,0,5,5,0,4,4,0,12
"Brooks Paige - University of Oxford",Jvmf46Rq3n4,26.2,04/24/2017,697,109,6.4,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,4,0,1,4,25,4,2,3,1,0,0,0,2,0,18,20,2,0,0,0,12
"Professor Stephen Roberts, University of Oxford",OjSMc9qKEaY,25.67,03/14/2017,693,150,4.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,0,0,12
"Fellow Short Talks: Dr Sandra Wachter (The Alan Turing Institute)",ooc4o2Fu8Tk,20.57,10/12/2016,692,239,2.9,14.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,90,0,1,6,16.67,90,3,3,0,0,0,0,5,0,16,16,0,1,1,0,12
"Doctoral Masterclass: Data Science Applications, Environment/Ecology - Professor Ruth King",HkLgdCGplkg,64.22,12/16/2016,666,147,4.5,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,2,0,0,0,11
"Dr Anthony Lee, University of Warwick",iS_6vCNSuP8,21.18,03/15/2017,655,177,3.7,17.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,1,0,0,0,0,2,0,5,6,1,0,0,0,11
"Fellow Short Talks: 24 January 2017",0MGk9pgbpWQ,101.8,01/24/2017,634,37,17.1,16.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Society of Data Miners at The Alan Turing Institute - 11:15am",CVbjmNElYAQ,125.7,11/03/2016,630,37,17,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"Fellow Short Talks: Dr Suzy Moat, Warwick University",eqFtJAZ-BQQ,24.12,12/02/2016,630,143,4.4,18.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10
"Tools and Techniques: The command line and text editors - Dr James Geddes",Bd42tmCQFN4,57.77,12/07/2016,629,84,7.5,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,10
"Dr Franz Kiraly, UCL",BQg-aG8J2DU,29.03,02/01/2017,628,135,4.6,16.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,100,1,2,3,1,0,0,0,4,1,3,3,0,1,1,0,10
"Fellow Short Talks: November 10 2016, 11am-12pm",xvy0F_QCSAg,98.4,11/08/2016,615,45,13.7,13.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"Doctoral Masterclass - 1pm, 31.10.2016"," -dFxNRLVlBQ",203.23,10/31/2016,603,52,11.6,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10
"City Analytics",OQVMpHRojdw,130.13,02/24/2017,568,115,4.9,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3,0,0,0,0,4,2,9,9,0,2,2,0,9
"Doctoral Masterclass: Optimisation - Professor Coralia Cartis",DExRRlqw_pw,113.38,12/08/2016,557,142,3.9,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,8,8,0,0,0,0,9
"Doctoral Masterclass: Tools for Big Data - Dr Richard Gibbens, University of Cambridge",7Wb2o8ZA8Gg,149.55,12/16/2016,539,148,3.6,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,1,0,0,0,9
"LIVE @ 3PM - Towards Human Behavior Modelling from Mobile Data",nKARrrA8AR8,84.97,03/28/2017,533,65,8.2,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9
"Fellow Short Talks: Dr Ioanna Manolopoulou (UCL)",TTD-Cdn166M,30.32,10/12/2016,529,191,2.8,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,5,20,65,0,0,0,0,0,0,1,0,16,16,0,2,2,0,9
"Fellow Short Talks: Professor Jim Smith, Warwick University",xQSu1vQiwFM,29.63,10/21/2016,507,155,3.3,11.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,7,0,75,0,0,0,0,0,0,1,0,3,3,0,0,0,0,8
"Jeremy Reizenstein, University of Warwick",otbVUMyB1XM,26.47,02/27/2017,504,167,3,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,2,2,0,0,0,0,8
"Short Talks- 7.3.2017",rDjdec-B_XU,97.45,03/03/2017,496,31,16,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,8
"In How Many Ways Can an Algorithm be Fair? - Suchana Seth",W8eWYkrfUuQ,37.62,04/18/2017,479,97,4.9,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2,3,0,5,5,0,1,1,0,8
"Short Talks - 16.2.17",VRvebNlb6TY,62.5,02/14/2017,441,90,4.9,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,7
"City Analytics - Professor Peter Grindrod CBE",xAhzQQ5Hc0A,39.5,02/27/2017,422,78,5.4,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,3,3,0,0,0,0,7
"Short Talks - 14.2.17",hPv4iU6VYRE,82.25,02/09/2017,421,65,6.5,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,7
"Fellow Short Talks LIVE: 11am - 12:30pm - 13/10/2016",HjQHeBBrbR4,106.6,10/13/2016,415,24,17.3,16.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"Fellow Short Talks: Professor Ruth King, University of Edinburgh",3CvMggV6Ryk,28.48,01/25/2017,411,133,3.1,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,7,7,0,0,0,0,7
"Fellow Short Talks: 22/11/2016 (11am - 12pm)",_mLDJ7rgw0c,61.58,11/21/2016,411,39,10.5,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Fellow Short Talks: Dr Carola-Bibiane Schönlieb, Cambridge University",38rbYmxgIFc,28.22,11/11/2016,409,117,3.5,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,2,50,29,0,0,0,0,0,0,1,0,5,6,1,0,0,0,7
"Doctoral Masterclass: Data Science Applications - Urban Data Science",k2HHvJmU0Bk,103.28,11/17/2016,408,42,9.7,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7
"Fellow Short Talks - 29/11/2016",Jv61k-5rjCg,70.63,11/28/2016,408,30,13.6,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Chanuki Seresinhe, University of Warwick",tfy1cNudP-s,18.67,04/19/2017,403,119,3.4,18.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,3,4,1,0,0,0,7
"Masterclass: Sketching as a Tool for Numerical Linear Algebra",NyAh3-VKSJw,164.77,01/30/2017,400,12,33.4,20.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Doctoral Masterclass Programme: Professor Jared Tanner, Oxford University",BgIf3TpUSXM,53.05,11/10/2016,399,167,2.4,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,45,0,5,8,62.5,45,0,0,0,0,0,0,2,1,2,2,0,0,0,0,7
"Privacy - George Danezis (UCL, Turing Faculty Fellow)",_I29Tw5aA14,85.95,11/28/2016,397,26,15.3,17.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7
"Dr Lukasz Szpruch, University of Edinburgh",CClGs6o7Bs0,28.47,03/10/2017,393,114,3.4,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,1,0,0,0,0,0,3,3,0,1,1,0,7
"Doctoral Masterclass Programme: Professor Ben Leimkuhler, Edinburgh University",B_RFoZ8FTTU,58.5,11/11/2016,392,175,2.2,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,3,10,30,63,1,1,0,0,0,0,2,1,3,4,1,2,2,0,7
"Towards Human Behavior Modelling from Mobile Data - Dr Nuria Oliver",aUDNCISQJGo,63.13,04/20/2017,386,91,4.2,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,6,7,1,0,0,0,6
"Fellow Short Talks: Professor Chenlei Leng, Warwick University",nRYz_PbMB7k,24.62,11/11/2016,383,115,3.3,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,4,25,36,1,1,0,0,0,0,1,0,1,1,0,0,0,0,6
"Fellow Short Talks: Professor Andrew Blake & Dr Suzy Moat",WtK0vfrum30,72.13,11/22/2016,382,29,13.2,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,1,1,0,0,0,0,3,0,1,1,0,0,0,0,6
"Fellow Short Talks: Dr Efthymia Tsamoura, The Alan Turing Institute",KosFKrMSs1U,28.42,10/21/2016,377,212,1.8,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,72,0,0,6,0,72,1,2,1,0,0,0,2,1,1,1,0,0,0,0,6
"Fellow Short Talks: Dr Charles Sutton, Edinburgh University",oBUqQEJ4RYE,33.68,10/21/2016,374,141,2.7,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0,1,3,33.33,53,0,0,0,0,0,0,1,0,4,4,0,0,0,0,6
"Fellow Short Talks LIVE: 11:00am - 12:30pm",DCpTaaR9ggw,108.2,10/20/2016,362,50,7.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
"Fellow Short Talks: Professor David Firth, University of Warwick",ZdkPLgQptYI,25.53,12/16/2016,358,92,3.9,15.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6
"Kenji Takeda - Better, faster, more reproducible research with Microsoft Azure cloud computing",6fWsHv5L1Ek,58.67,11/24/2016,353,25,14.1,24.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,2,2,0,0,0,0,1,0,1,1,0,0,0,0,6
"Doctoral Masterclass: Tools and Techniques – Version control with Git",kpo326uw8fY,69.72,11/03/2016,352,28,12.6,18.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
"Doctoral Masterclass: Tools and Techniques - Introduction to Python",WF5hMdMqoLg,65.52,11/10/2016,347,49,7.1,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,4.26,1,4,25,47,1,1,0,0,0,0,2,1,0,0,0,0,0,0,6
"Fellow Short Talks: Dr Ioannis Kosmidis, UCL",OoNSL2xAaOM,27.47,12/02/2016,344,109,3.2,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,3,0,1,1,0,6
"Tools and Techniques: Python - Dr May Yong",Ac6ILoWl8GU,49.32,12/08/2016,320,133,2.4,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,25,4,1,1,0,0,0,0,0,0,7,7,0,0,0,0,5
"Fellow Short Talks: Professor David Pym, UCL",I6UgeIY9Tqc,31.7,12/02/2016,308,76,4,12.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5
"Turing Lecture: Data Science for Medicine",RfK3D5dJV2Q,80.98,05/09/2017,306,77,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,12,12,0,2,2,0,5
"Fellow Short Talks: Professor Thomas Nichols & Professor Zoubin Ghahramani",tRRP_7Q16DI,64.27,11/14/2016,300,13,23.1,35.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Fellow Short Talks: 24 January 2017 || LIVE from 11am GMT ||",aNtrwypHCTs,97.13,01/24/2017,297,12,24.8,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Fellow Short Talks - 01/12/2016",IZWkheL9QS8,89.62,11/29/2016,295,36,8.2,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
"Dr Leonardo Bottolo, University of Cambridge",OL4bnmbzZ4M,26.82,03/15/2017,291,98,3,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,100,1,0,0,0,0,0,0,0,1,3,3,0,1,1,0,5
"Fellow Short Talks: Professor Brad Love, UCL",vFRjUD6CVzo,23.02,12/15/2016,291,65,4.5,19.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5
"Dr Varun Kanade, University of Oxford",51nzUlPADJA,24.5,03/06/2017,289,80,3.6,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,100,1,2,2,0,0,0,0,0,1,5,5,0,0,0,0,5
"Short Talks",EynSDoan-CY,95.8,01/30/2017,288,10,28.8,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Fellow Short Talks: Professor Cecilia Mascolo, Cambridge University",Oot6NmvCWWg,25.9,10/19/2016,283,102,2.8,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,1,1,0,0,0,0,1,0,2,3,1,0,0,0,5
"Fellow Short Talks: Dr Matthew Leeke, Warwick University",zI5NS1b3wio,21.67,11/30/2016,283,84,3.4,15.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,5
"Fellow Short Talks: 6.12.16",EhWksdxaotE,66.75,12/05/2016,274,24,11.4,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,5
"Masterclass: F# and Functional Languages",eGSssY6rJeQ,64.98,02/16/2017,270,44,6.1,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,5
"Fellow Short Talks: Dr Scott Hale, Oxford University",qH89VbfKJAg,25.37,11/30/2016,267,69,3.9,15.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,50,2,0,0,0,0,0,0,6,0,6,6,0,0,0,0,4
"Masterclass - Computing resources available to Turing researchers",3GG8PlR7Spk,75.2,02/21/2017,263,16,16.4,21.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Short Talks 2.1.17",EvLCUmU7zZw,57.68,02/28/2017,251,43,5.8,10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
"Fellow Short Talks: Professor Rob Procter, Warwick University",rNeZdjmLass,36.03,12/02/2016,249,55,4.5,12.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,6,7,1,0,0,0,4
"Fellow Short Talks, 27.10.2016 (11am - 12:30pm)",x20NPCtyBtA,102.83,10/26/2016,248,22,11.3,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"Fellow Short Talks: Professor Francois Caron, Oxford University",2ENW8u2eP50,26.38,12/02/2016,241,75,3.2,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4
"Dr Armin Eftekhari, University of Edinburgh",OCv4Q3zA22g,20.6,03/06/2017,236,86,2.7,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,4,0,1,1,0,4
"Fellow Short Talks: Dr Maria Liakata, University of Warwick",iKUA_XtTCiE,25.23,12/15/2016,235,98,2.4,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,3,0,0,0,0,4
"Fellow Short Talks: Dr Maria Wolters, Edinburgh University",jDlmltgkttA,20.33,11/11/2016,230,85,2.7,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,4,50,33,0,0,0,0,0,0,2,0,2,2,0,0,0,0,4
"Fellow Short Talks: 8.12.16 [Due to first speaker cancellation, the talk will begin at 11:30am]",Qvl1EAlGtBY,72.6,12/06/2016,229,16,14.3,19.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"Fellow Short Talks: 3.11.2016, 11am - 12pm",slwsAaYliOc,69.6,11/02/2016,229,18,12.7,18.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Mathematical Models and Planning of Urban Infrastructure Networks",vDLMF8X3S70,30.93,12/15/2016,206,41,5,16.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3
"Fellow Short Talks: Professor Jon Crowcroft, University of Ccambridge",w8JuCSSXxJQ,29.25,12/15/2016,203,60,3.4,11.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,0,0,0,0,3
"Fellow Short Talks: Professor Tom Nichols, Warwick University",wI01INYcaTk,29.77,11/30/2016,202,72,2.8,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3
"Professor Kostas Zygalakis, University of Edinburgh",rUWzRF5mYNw,29.65,03/06/2017,192,71,2.7,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,3
"Fellow Short Talks: November 8 2016, 11am-12pm",ua0pkLIZeok,88.75,11/07/2016,188,14,13.4,15.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"Fellow Short Talks: Dr Mirco Musolesi, UCL",1PdOH1vsBiM,31.53,11/11/2016,187,83,2.3,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,4,75,36,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3
"Dr Natalia Bochkina, Edinburgh University",6_CLqV1Gy2Q,32.55,10/24/2016,184,102,1.8,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2.56,0,3,0,39,0,0,0,0,0,0,1,0,3,4,1,0,0,0,3
"Generational Random Graphs – Professor Jon Crowcroft",gNIWDvzsPho,50.93,04/20/2017,182,52,3.5,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,4,4,0,0,0,0,3
"Fellow Short Talks: Dr Quentin Berthet, Cambridge University",32BFk113CW0,26.8,11/11/2016,173,85,2,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,29,1,1,0,0,0,0,1,0,3,3,0,0,0,0,3
"Merve Alanyali, University of Warwick",wCle_ARznj4,18.62,03/06/2017,173,81,2.1,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,100,2,1,1,0,0,0,0,0,0,4,4,0,0,0,0,3
