Date,"Watch time (minutes)",Views,"Average view duration","Average percentage viewed","Card clicks","Cards shown","Clicks per card shown","Card teaser clicks","Card teasers shown","Clicks per card teaser shown","End screen elements shown","End screen element clicks","Clicks per end screen element shown","Estimated partner revenue usd","Estimated partner ad revenue usd","Estimated partner adsense revenue usd","Estimated partner doubleclick revenue usd","Partner transaction revenue usd",Transactions,"Partner revenue per transaction usd","Estimated monetized playbacks","Playback based cpm usd","Ad impressions","Cpm usd","Youtube ad revenue usd","Youtube red watch time (minutes)","Youtube red views","Youtube red partner revenue usd","Youtube red watch time (hours)","Annotation clicks","Clickable annotations shown","Annotation click through rate","Annotation closes","Closable annotations shown","Annotation close rate","Annotations shown","Videos published","Videos added",Likes,"Likes added","Likes removed",Dislikes,"Dislikes added","Dislikes removed",Shares,Comments,"Videos in playlists","Videos added to playlists","Videos removed from playlists",Subscribers,"Subscribers gained","Subscribers lost","Watch time (hours)"
2016-09-09,284,28,10.1,16.03,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,2,2,0,3,3,0,5
2016-09-10,194,38,5.1,8.24,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,29,0.00,0,0,0.00,29,,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
2016-09-11,258,13,19.8,31.27,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,11,0.00,0,0,0.00,11,,,0,0,0,0,0,0,0,0,1,2,1,1,1,0,4
2016-09-12,323,38,8.5,13.13,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5
2016-09-13,165,27,6.1,9.72,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,0,0,0,0,0,0,0,0,2,2,0,1,1,0,3
2016-09-14,119,27,4.4,6.94,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2
2016-09-15,371,49,7.6,11.86,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,43,2.33,0,0,0.00,43,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016-09-16,188,24,7.8,12.30,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2016-09-17,118,27,4.4,6.66,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2
2016-09-18,203,17,11.9,19.14,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,13,0.00,0,0,0.00,13,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3
2016-09-19,345,34,10.2,15.82,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,28,0.00,0,0,0.00,28,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
2016-09-20,378,30,12.6,18.92,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
2016-09-21,297,28,10.6,16.78,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,21,0.00,0,0,0.00,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016-09-22,496,52,9.5,15.06,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,47,0.00,0,0,0.00,47,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2016-09-23,108,22,4.9,7.72,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2
2016-09-24,56,28,2.0,3.16,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,0,0,0,0,0,0,0,0,-2,0,2,-1,0,1,1
2016-09-25,178,28,6.4,10.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,3
2016-09-26,129,14,9.2,13.95,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,9,0.00,0,0,0.00,9,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
2016-09-27,253,36,7.0,11.01,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,30,0.00,0,0,0.00,30,,,1,1,0,0,0,0,6,0,0,0,0,2,2,0,4
2016-09-28,352,32,11.0,16.53,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,46,1,0.00,1,0,21,0.00,0,0,0.00,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016-09-29,328,36,9.1,14.44,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,28,1,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5
2016-09-30,242,29,8.4,13.50,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2016-10-01,256,24,10.7,17.40,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,17,0.00,0,0,0.00,17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2016-10-02,351,26,13.5,20.93,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,9,0.00,0,0,0.00,9,,,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6
2016-10-03,507,58,8.7,16.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,1,0.00,0,0,38,0.00,0,0,0.00,38,0,1,1,1,0,0,0,0,0,0,0,1,1,2,3,1,8
2016-10-04,602,69,8.7,13.83,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,53,0.00,0,0,0.00,53,0,5,1,1,0,0,0,0,2,0,0,0,0,2,2,0,10
2016-10-05,279,49,5.7,9.54,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,44,0.00,0,0,0.00,44,0,7,0,0,0,0,0,0,0,0,1,2,1,2,2,0,5
2016-10-06,1420,93,15.3,19.95,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,74,0.00,2,2,100.00,74,1,2,1,1,0,0,0,0,1,0,8,8,0,4,4,0,24
2016-10-07,305,35,8.7,13.68,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,26,0.00,0,0,0.00,26,,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
2016-10-08,134,19,7.1,10.67,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,13,0.00,0,0,0.00,13,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2016-10-09,203,31,6.6,10.01,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,19,0.00,0,0,0.00,19,,,0,0,0,0,0,0,0,0,2,2,0,4,4,0,3
2016-10-10,2758,166,16.6,11.71,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,50,4,0.00,1,0,124,0.00,0,0,0.00,124,1,3,4,4,0,0,0,0,2,0,53,53,0,9,9,0,46
2016-10-11,1457,135,10.8,27.33,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,129,0.00,0,0,0.00,129,0,2,1,1,0,0,0,0,0,0,2,2,0,4,4,0,24
2016-10-12,653,211,3.1,7.47,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,128,0.00,0,0,0.00,128,5,5,3,3,0,0,0,0,4,0,11,12,1,4,5,1,11
2016-10-13,902,141,6.4,12.55,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,140,0.00,1,16,6.25,140,1,2,4,4,0,0,0,0,1,0,3,3,0,1,2,1,15
2016-10-14,753,109,6.9,15.45,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,87,0.00,0,0,0.00,87,,,1,1,0,0,0,0,1,0,1,1,0,2,2,0,13
2016-10-15,144,34,4.2,9.71,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,26,0.00,0,0,0.00,26,,,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2
2016-10-16,262,33,7.9,16.39,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,28,0.00,0,0,0.00,28,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4
2016-10-17,3517,245,14.4,7.60,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,3,229,1.31,0,32,0.00,229,1,1,6,6,0,0,0,0,1,0,7,9,2,7,7,0,59
2016-10-18,1421,139,10.2,12.84,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,1,124,0.81,3,11,27.27,124,1,1,0,0,0,0,0,0,0,0,2,2,0,3,3,0,24
2016-10-19,726,117,6.2,12.57,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,89,3,0.00,1,0,91,0.00,0,0,0.00,91,0,3,0,0,0,0,0,0,1,0,2,2,0,2,2,0,12
2016-10-20,644,67,9.6,12.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,61,0.00,2,4,50.00,61,1,2,0,0,0,0,0,0,0,0,277,277,0,4,4,0,11
2016-10-21,661,145,4.6,8.90,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,117,0.00,0,0,0.00,117,3,5,0,0,0,0,0,0,1,0,5,5,0,2,2,0,11
2016-10-22,358,79,4.5,9.95,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,54,0.00,0,0,0.00,54,,,1,1,0,0,0,0,1,1,2,2,0,1,1,0,6
2016-10-23,433,74,5.9,11.66,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,56,0.00,0,0,0.00,56,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,7
2016-10-24,1051,282,3.7,8.10,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,2,0.00,0,0,215,0.00,0,13,0.00,215,8,5,3,3,0,0,1,1,8,0,12,12,0,3,4,1,18
2016-10-25,687,130,5.3,8.21,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,1,0.00,0,0,107,0.00,0,0,0.00,107,1,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,11
2016-10-26,941,155,6.1,8.14,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,130,0.00,0,0,0.00,130,1,2,2,2,0,0,0,0,1,0,7,7,0,2,2,0,16
2016-10-27,1190,180,6.6,9.27,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,3,2,0.00,0,0,142,0.00,0,0,0.00,142,1,2,1,1,0,0,0,0,0,0,2,2,0,5,5,0,20
2016-10-28,1189,145,8.2,14.16,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,0,120,0.00,0,0,0.00,120,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,20
2016-10-29,276,55,5.0,8.79,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,48,0.00,0,0,0.00,48,,,1,1,0,0,0,0,0,0,1,1,0,0,1,1,5
2016-10-30,325,75,4.3,9.42,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,62,0.00,0,0,0.00,62,,,1,1,0,0,0,0,0,0,2,2,0,4,4,0,5
2016-10-31,2049,203,10.1,10.79,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,184,0.54,6,23,26.09,184,1,4,1,1,0,0,0,0,1,0,2,4,2,2,3,1,34
2016-11-01,464,109,4.3,6.64,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,89,0.00,0,0,0.00,89,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,8
2016-11-02,5912,242,24.4,15.88,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,179,0.00,4,19,21.05,179,1,1,4,4,0,0,0,0,2,0,5,6,1,10,10,0,99
2016-11-03,1388,172,8.1,10.75,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,150,0.67,4,16,25.00,150,1,3,2,2,0,0,0,0,1,0,4,4,0,5,6,1,23
2016-11-04,746,115,6.5,9.82,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,86,0.00,0,0,0.00,86,2,2,0,0,0,0,0,0,1,0,9,9,0,7,7,0,12
2016-11-05,2679,313,8.6,14.28,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,34,3,0.00,1,0,212,0.00,0,0,0.00,212,,,3,3,0,0,0,0,1,2,5,5,0,8,8,0,45
2016-11-06,971,130,7.5,11.97,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,0,89,0.00,0,0,0.00,89,,,1,1,0,0,0,0,1,0,-1,0,1,1,1,0,16
2016-11-07,2258,263,8.6,9.25,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,232,0.00,3,30,10.00,232,1,2,2,2,0,0,0,0,0,0,1,1,0,4,4,0,38
2016-11-08,1230,142,8.7,12.29,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,2,0.00,0,0,118,0.00,1,10,10.00,118,1,2,1,1,0,0,0,0,1,0,4,5,1,3,3,0,20
2016-11-09,1040,138,7.5,11.12,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,114,0.00,0,0,0.00,114,1,0,0,0,0,0,0,0,1,0,15,15,0,4,4,0,17
2016-11-10,1754,201,8.7,12.18,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,155,0.00,1,7,14.29,155,1,4,1,1,0,0,0,0,0,0,0,2,2,2,2,0,29
2016-11-11,586,222,2.6,4.37,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,97,0.00,0,0,0.00,97,11,9,5,5,0,1,1,0,31,1,15,18,3,4,4,0,10
2016-11-12,628,97,6.5,10.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,84,0.00,0,0,0.00,84,,,1,1,0,0,0,0,1,0,3,3,0,1,1,0,10
2016-11-13,510,74,6.9,10.67,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,40,0.00,0,0,0.00,40,,,2,2,0,0,0,0,0,0,3,3,0,2,2,0,9
2016-11-14,2691,397,6.8,9.30,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,2,365,0.55,17,63,26.98,365,2,4,2,2,0,0,0,0,2,2,4,5,1,8,9,1,45
2016-11-15,2232,324,6.9,14.19,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,2,235,0.85,3,10,30.00,235,1,1,4,4,0,0,0,0,3,0,6,7,1,8,8,0,37
2016-11-16,1288,202,6.4,13.79,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,135,0.00,0,0,0.00,135,0,3,1,1,0,0,0,0,1,0,1,2,1,4,4,0,21
2016-11-17,1362,206,6.6,7.30,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,2,149,1.34,6,23,26.09,149,1,1,1,1,0,0,0,0,3,0,5,6,1,4,4,0,23
2016-11-18,810,165,4.9,9.19,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,17,1,0.00,0,0,117,0.00,0,0,0.00,117,0,1,1,1,0,0,0,0,1,0,8,8,0,2,2,0,14
2016-11-19,441,80,5.5,8.74,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,12,1,0.00,0,0,62,0.00,0,0,0.00,62,,,1,1,0,0,0,0,0,2,1,1,0,3,3,0,7
2016-11-20,461,57,8.1,16.61,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,44,0.00,0,0,0.00,44,,,0,0,0,0,0,0,0,0,1,3,2,2,2,0,8
2016-11-21,3329,357,9.3,10.26,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,341,0.29,10,45,22.22,341,1,2,2,2,0,0,0,0,4,0,7,7,0,17,17,0,55
2016-11-22,8632,443,19.5,19.47,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,2,354,0.56,6,45,13.33,354,1,2,7,7,0,0,0,0,7,1,8,8,0,14,15,1,144
2016-11-23,945,153,6.2,13.38,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,108,0.00,0,0,0.00,108,,,2,2,0,0,0,0,6,0,3,4,1,7,7,0,16
2016-11-24,1910,295,6.5,16.44,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,248,0.00,5,15,33.33,248,1,1,1,2,1,0,0,0,7,0,4,4,0,5,6,1,32
2016-11-25,1297,222,5.8,16.47,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,184,0.00,0,0,0.00,184,,,0,0,0,0,0,0,1,0,1,2,1,3,3,0,22
2016-11-26,579,103,5.6,11.40,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,63,0.00,0,0,0.00,63,,,0,0,0,0,0,0,0,0,2,2,0,1,1,0,10
2016-11-27,798,149,5.4,13.07,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,8,1,0.00,0,0,112,0.00,0,0,0.00,112,,,0,0,0,1,1,0,0,0,0,0,0,3,3,0,13
2016-11-28,1318,230,5.7,13.25,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,216,0.46,4,26,15.38,216,1,2,5,5,0,0,0,0,1,0,2,2,0,2,2,0,22
2016-11-29,1201,200,6.0,12.11,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,0,161,0.00,2,11,18.18,161,1,1,0,0,0,0,0,0,0,0,8,9,1,6,7,1,20
2016-11-30,898,163,5.5,10.63,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,1,132,0.76,0,0,0.00,132,0,5,1,1,0,0,0,0,2,0,1,1,0,3,3,0,15
2016-12-01,2262,246,9.2,13.21,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,204,0.49,7,35,20.00,204,3,5,2,2,0,0,0,0,9,0,6,6,0,2,4,2,38
2016-12-02,1613,441,3.7,15.63,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,131,0.00,0,0,0.00,131,13,8,7,7,0,0,0,0,4,0,26,29,3,4,5,1,27
2016-12-03,1344,171,7.9,25.92,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,90,3,0.00,1,0,0,0.00,0,0,0.00,0,,,7,7,0,0,0,0,6,1,1,2,1,5,5,0,22
2016-12-04,664,129,5.1,15.04,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,37,1,0.00,1,0,0,0.00,0,0,0.00,0,,,0,0,0,0,0,0,4,0,2,2,0,0,0,0,11
2016-12-05,6043,367,16.5,16.64,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,28,0.00,6,28,21.43,28,1,1,4,4,0,0,0,0,2,1,2,5,3,11,11,0,101
2016-12-06,1713,248,6.9,17.89,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,1,12,8.33,1,12,8.33,12,1,1,4,4,0,0,0,0,2,0,5,5,0,5,5,0,29
2016-12-07,1294,271,4.8,11.68,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,0,0.00,0,0,0.00,0,2,4,2,2,0,0,0,0,2,0,9,9,0,2,2,0,22
2016-12-08,1679,270,6.2,12.40,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,19,0.00,5,19,26.32,19,1,6,5,5,0,0,0,0,1,0,2,2,0,9,9,0,28
2016-12-09,1515,211,7.2,13.61,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,3,0.00,0,0,0,0.00,0,0,0.00,0,,,2,2,0,0,0,0,0,0,2,3,1,3,3,0,25
