City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Rio,2016,Aquatics,Swimming,"HOSHI, Natsumi",JPN,Unknown,200m butterfly,X,Bronze
Rio,2016,Rugby,Rugby,"HOUGAARD, Francois",RSA,Unknown,rugby,X,Bronze
Rio,2016,Tennis,Tennis,"HRADECKA, Lucie",CZE,Unknown,mixed doubles,X,Bronze
Rio,2016,Rowing,Rowing,"HUANG, Wenyi",CHN,Unknown,lightweight double sculls (2x),X,Bronze
Rio,2016,Fencing,Fencing,"IMBODEN, Race",USA,Unknown,foil team,X,Bronze
Rio,2016,Athletics,Athletics,"JACKSON, Shericka",JAM,Unknown,400m,X,Bronze
Rio,2016,Rowing,Rowing,"JAMSA, Andrei",EST,Unknown,quadruple sculls with coxswain (4x),X,Bronze
Rio,2016,Athletics,Athletics,"JASINSKI, Daniel",GER,Unknown,discus throw,X,Bronze
Rio,2016,Tennis,Tennis,"JOHNSON, Steve",USA,Unknown,doubles,X,Bronze
Rio,2016,Aquatics,Swimming,"KAPAS, Boglarka",HUN,Unknown,800m freestyle,X,Bronze
Rio,2016,Aquatics,Diving,"KEENEY, Maddison",AUS,Unknown,3m springboard,X,Bronze
Rio,2016,Aquatics,Swimming,"KENDERESI, Tamas",HUN,Unknown,200m butterfly,X,Bronze
Rio,2016,Athletics,Athletics,"KENDRICKS, Sam",USA,Unknown,pole vault,X,Bronze
Rio,2016,Weightlifting,Weightlifting,"KHARKI, Farkhad",KAZ,Unknown,62kg,X,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,"KIM, Hyeonwoo",KOR,Unknown,67.5 - 75kg (middleweight),X,Bronze
Rio,2016,Fencing,Fencing,"KIM, Junghwan",KOR,Unknown,sabre individual,X,Bronze
Rio,2016,Shooting,Shooting,"KIM, Song Guk",PRK,Unknown,50m pistol (60 shots),X,Bronze
Rio,2016,Table Tennis,Table Tennis,"KIM, Song I",PRK,Unknown,singles,X,Bronze
Rio,2016,Rugby,Rugby,"KISH, Jennifer",CAN,Unknown,rugby,X,Bronze
Rio,2016,Canoe / Kayak,Canoe / Kayak F,"KLAUSS, Gauthier",FRA,Unknown,C-2 1000m (canoe double),X,Bronze
Rio,2016,Aquatics,Swimming,"KOBORI, Yuki",JPN,Unknown,4x200m freestyle relay,X,Bronze
Rio,2016,Rowing,Rowing,"KOBUS, Agnieszka",POL,Unknown,quadruple sculls with coxswain (4x),X,Bronze
Rio,2016,Fencing,Fencing,"KOCHNEVA, Olga",RUS,Unknown,épée team,X,Bronze
Rio,2016,Rugby,Rugby,"KOK, Werner",RSA,Unknown,rugby,X,Bronze
Rio,2016,Rugby,Rugby,"KOLBE, Cheslin",RSA,Unknown,rugby,X,Bronze
Rio,2016,Fencing,Fencing,"KOLOBOVA, Violetta",RUS,Unknown,épée team,X,Bronze
Rio,2016,Judo,Judo,"KONDO, Ami",JPN,Unknown,- 48kg (extra-lightweight),X,Bronze
Rio,2016,Weightlifting,Weightlifting,"KRUAITHONG, Sinphet",THA,Unknown,"- 56kg, total (bantamweight)",X,Bronze
Rio,2016,Golf,Golf,"KUCHAR, Matt",USA,Unknown,individual,X,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,"KUDLA, Denis Maksymilian",GER,Unknown,76 - 85kg,X,Bronze
Rio,2016,Weightlifting,Weightlifting,"KUO, Hsing-Chun",TPE,Unknown,58kg,X,Bronze
Rio,2016,Judo,Judo,"KUZIUTINA, Natalia",RUS,Unknown,48 - 52kg (half-lightweight),X,Bronze
Rio,2016,Tennis,Tennis,"KVITOVA, Petra",CZE,Unknown,singles,X,Bronze
Rio,2016,Rugby,Rugby,"LANDRY, Ghislaine",CAN,Unknown,rugby,X,Bronze
Rio,2016,Cycling,Cycling Track,"LARSEN, Niklas",DEN,Unknown,"1980 yards Pursuit, Team",X,Bronze
Rio,2016,Cycling,Cycling Track,"LAY, Kirsti",CAN,Unknown,"1980 yards Pursuit, Team",X,Bronze
Rio,2016,Archery,Archery,"LE, Chien-Ying",TPE,Unknown,team round 60y,X,Bronze
Rio,2016,Sailing,Sailing,"LE, COQ Pierre",FRA,Unknown,RS:X - Windsurfer,X,Bronze
Rio,2016,Rowing,Rowing,"LESZCZYNSKA, Joanna",POL,Unknown,quadruple sculls with coxswain (4x),X,Bronze
Rio,2016,Gymnastics,Trampoline,"LI, Dan",CHN,Unknown,individual,X,Bronze
Rio,2016,Shooting,Shooting,"LI, Yuehong",CHN,Unknown,25m rapid fire pistol (60 shots),X,Bronze
Rio,2016,Gymnastics,Artistic G.,"LIN, Chaopan",CHN,Unknown,"team, horizontal bar",X,Bronze
Rio,2016,Archery,Archery,"LIN, Shih-Chia",TPE,Unknown,team round 60y,X,Bronze
Rio,2016,Shooting,Shooting,"LING, Edward",GBR,Unknown,trap (125 targets),X,Bronze
Rio,2016,Gymnastics,Artistic G.,"LIU, Yang",CHN,Unknown,"team, horizontal bar",X,Bronze
Rio,2016,Rowing,Rowing,"LODO, Matteo",ITA,Unknown,four-oared shell with coxswain (4-),X,Bronze
Rio,2016,Fencing,Fencing,"LOGUNOVA, Tatiana",RUS,Unknown,épée team,X,Bronze
Rio,2016,Cycling,Cycling Road,"LONGO, BORGHINI Elisa",ITA,Unknown,individual road race,X,Bronze
Rio,2016,Rowing,Rowing,"LUECKEN, Robert",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Rugby,Rugby,"LUKAN, Megan",CAN,Unknown,rugby,X,Bronze
Rio,2016,Aquatics,Swimming,"MACLEAN, Brittany",CAN,Unknown,4x200m freestyle relay,X,Bronze
Rio,2016,Cycling,Cycling Track,"MADSEN, Frederik",DEN,Unknown,"1980 yards Pursuit, Team",X,Bronze
Rio,2016,Aquatics,Swimming,"MAGNUSSEN, James",AUS,Unknown,4x100m freestyle relay,X,Bronze
Rio,2016,Weightlifting,Weightlifting,"MAHMOUD, Mohamed",EGY,Unknown,77kg,X,Bronze
Rio,2016,Aquatics,Swimming,"MAINVILLE, Sandrine",CAN,Unknown,4x100m freestyle relay,X,Bronze
Rio,2016,Cycling,Cycling Road,"MAJKA, Rafal",POL,Unknown,individual road race,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"MAO, Yi",CHN,Unknown,"team, horizontal bar",X,Bronze
Rio,2016,Judo,Judo,"MARET, Cyrille",FRA,Unknown,90 - 100kg (half-heavyweight),X,Bronze
Rio,2016,Gymnastics,Artistic G.,"MARIANO, Arthur",BRA,Unknown,floor exercises,X,Bronze
Rio,2016,Athletics,Athletics,"MARTON, Anita",HUN,Unknown,shot put,X,Bronze
Rio,2016,Shooting,Shooting,"MASLENNIKOV, Vladimir",RUS,Unknown,10m air rifle (40 shots),X,Bronze
Rio,2016,Aquatics,Swimming,"MASSE, Kylie",CAN,Unknown,100m backstroke,X,Bronze
Rio,2016,Aquatics,Swimming,"MATSUDA, Takeshi",JPN,Unknown,4x200m freestyle relay,X,Bronze
Rio,2016,Judo,Judo,"MATSUMOTO, Kaori",JPN,Unknown,52 - 57kg (lightweight),X,Bronze
Rio,2016,Cycling,Cycling Track,"MEARES, Anna",AUS,Unknown,Keirin,X,Bronze
Rio,2016,Fencing,Fencing,"MEINHARDT, Gerek",USA,Unknown,foil team,X,Bronze
Rio,2016,Athletics,Athletics,"MERRITT, Lashawn",USA,Unknown,400m,X,Bronze
Rio,2016,Rowing,Rowing,"MEYLINK, Boaz",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Canoe / Kayak,Canoe / Kayak F,"MIKOLAJCZYK, Beata",POL,Unknown,K-2 500m (kayak double),X,Bronze
Rio,2016,Weightlifting,Weightlifting,"MIYAKE, Hiromi",JPN,Unknown,48kg,X,Bronze
Rio,2016,Table Tennis,Table Tennis,"MIZUTANI, Jun",JPN,Unknown,singles,X,Bronze
Rio,2016,Rugby,Rugby,"MOLESCHI, Kayla",CAN,Unknown,rugby,X,Bronze
Rio,2016,Judo,Judo,"MONTEIRO, Telma",POR,Unknown,52 - 57kg (lightweight),X,Bronze
Rio,2016,Rowing,Rowing,"MONTRONE, Domenico",ITA,Unknown,four-oared shell with coxswain (4-),X,Bronze
Rio,2016,Aquatics,Swimming,"MORGAN, David",AUS,Unknown,4x100m medley relay,X,Bronze
Rio,2016,Fencing,Fencing,"MUHAMMAD, Ibtihaj",USA,Unknown,sabre team,X,Bronze
Rio,2016,Athletics,Athletics,"MURPHY, Clayton",USA,Unknown,800m,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"NADDOUR, Alexander",USA,Unknown,pommel horse,X,Bronze
Rio,2016,Judo,Judo,"NAGASE, Takanori",JPN,Unknown,73 - 81kg (half-middleweight),X,Bronze
Rio,2016,Canoe / Kayak,Canoe / Kayak F,"NAJA, Karolina",POL,Unknown,K-2 500m (kayak double),X,Bronze
Rio,2016,Judo,Judo,"NAKAMURA, Misato",JPN,Unknown,48 - 52kg (half-lightweight),X,Bronze
Rio,2016,Aquatics,Swimming,"NIELSEN, Mie",DEN,Unknown,4x100m medley relay,X,Bronze
Rio,2016,Tennis,Tennis,"NISHIKORI, Kei",JPN,Unknown,singles,X,Bronze
Rio,2016,Aquatics,Swimming,"OKIMOTO, Poliana",BRA,Unknown,marathon 10km,X,Bronze
Rio,2016,Aquatics,Swimming,"OLIVIER, Marc-Antoine",FRA,Unknown,marathon 10km,X,Bronze
Rio,2016,Rowing,Rowing,"OPREA, Laura",ROU,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Canoe / Kayak,Canoe / Kayak S,"OSIPENKO,-RODOMSKA Inna",AZE,Unknown,C-1 (canoe single),X,Bronze
Rio,2016,Aquatics,Swimming,"OTTESEN, Jeanette",DEN,Unknown,4x100m medley relay,X,Bronze
Rio,2016,Aquatics,Swimming,"OVERHOLT, Emily",CAN,Unknown,4x200m freestyle relay,X,Bronze
Rio,2016,Aquatics,Swimming,"PACKARD, Jake",AUS,Unknown,4x100m medley relay,X,Bronze
Rio,2016,Rowing,Rowing,"PAN, Feihong",CHN,Unknown,lightweight double sculls (2x),X,Bronze
Rio,2016,Shooting,Shooting,"PANG, Wei",CHN,Unknown,10m air pistol (40 shots),X,Bronze
Rio,2016,Rugby,Rugby,"PAQUIN, Karen",CAN,Unknown,rugby,X,Bronze
Rio,2016,Canoe / Kayak,Canoe / Kayak F,"PECHE, Matthieu",FRA,Unknown,C-2 1000m (canoe double),X,Bronze
Rio,2016,Cycling,Cycling Track,"PEDERSEN, Casper",DEN,Unknown,"1980 yards Pursuit, Team",X,Bronze
Rio,2016,Aquatics,Swimming,"PEDERSEN, Rikke Moller",DEN,Unknown,4x100m medley relay,X,Bronze
Rio,2016,Equestrian,Dressage,"PERRY,-GLASS Kasey",USA,Unknown,team,X,Bronze
Rio,2016,Cycling,Cycling Track,"PERVIS, Francois",FRA,Unknown,Team Sprint,X,Bronze
Rio,2016,Equestrian,Dressage,"PETERS, Steffen",USA,Unknown,team,X,Bronze
Rio,2016,Rowing,Rowing,"PETRILA, Mihaela",ROU,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Rowing,Rowing,"POPA, Iuliana",ROU,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Archery,Archery,"POTTS, Alec",AUS,Unknown,team round 60y,X,Bronze
Rio,2016,Canoe / Kayak,Canoe / Kayak F,"PRSKAVEC, Jiri",CZE,Unknown,C-1 1000m (canoe single),X,Bronze
Rio,2016,Aquatics,Diving,"QIN, Kai",CHN,Unknown,3m springboard,X,Bronze
Rio,2016,Cycling,Cycling Track,"QUAADE, Rasmus Christian",DEN,Unknown,"1980 yards Pursuit, Team",X,Bronze
Rio,2016,Boxing,Boxing,"RABII, Mohammed",MAR,Unknown,64 - 69 kg,X,Bronze
Rio,2016,Rowing,Rowing,"RAINEAU, Guillaume",FRA,Unknown,lightweight coxless four (4-),X,Bronze
Rio,2016,Rowing,Rowing,"RAJA, Allar",EST,Unknown,quadruple sculls with coxswain (4x),X,Bronze
Rio,2016,Rowing,Rowing,"RASMUSSEN, Hedvig",DEN,Unknown,pair-oared shell with coxswain (2+),X,Bronze
Rio,2016,Shooting,Shooting,"RAYNAUD, Alexis",FRA,Unknown,50m rifle 3 positions (3x40 shots),X,Bronze
Rio,2016,Fencing,Fencing,"REDLI, Andras",HUN,Unknown,épée team,X,Bronze
Rio,2016,Shooting,Shooting,"RHODE, Kimberly",USA,Unknown,skeet (125 targets),X,Bronze
Rio,2016,Aquatics,Swimming,"ROBERTS, James",AUS,Unknown,4x100m freestyle relay,X,Bronze
Rio,2016,Weightlifting,Weightlifting,"ROBLES, Sarah Elizabeth",USA,Unknown,+ 75kg,X,Bronze
Rio,2016,Rowing,Rowing,"ROELL, Boudewijn",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Equestrian,Eventing,"ROSE, Shane",AUS,Unknown,team,X,Bronze
Rio,2016,Rugby,Rugby,"RUSSELL, Kelly",CAN,Unknown,rugby,X,Bronze
Rio,2016,Athletics,Athletics,"RUTHERFORD, Greg",GBR,Unknown,long jump,X,Bronze
Rio,2016,Aquatics,Swimming,"RYLOV, Evgeny",RUS,Unknown,200m backstroke,X,Bronze
Rio,2016,Athletics,Athletics,"RYPAKOVA, Olga",KAZ,Unknown,triple jump,X,Bronze
Rio,2016,Tennis,Tennis,"SAFAROVA, Lucie",CZE,Unknown,doubles,X,Bronze
Rio,2016,Rugby,Rugby,"SAGE, Dylan",RSA,Unknown,rugby,X,Bronze
Rio,2016,Judo,Judo,"SASSON, Or",ISR,Unknown,+ 100kg (heavyweight),X,Bronze
Rio,2016,Aquatics,Swimming,"SAVARD, Katerine",CAN,Unknown,4x200m freestyle relay,X,Bronze
Rio,2016,Boxing,Boxing,"SAVON, Erislandy",CUB,Unknown,+ 91kg (super heavyweight),X,Bronze
Rio,2016,Gymnastics,Artistic G.,"SCHEDER, Sophie",GER,Unknown,uneven bars,X,Bronze
Rio,2016,Shooting,Shooting,"SCOTT, Steven",GBR,Unknown,double trap (120 targets),X,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,"SEMENOV, Sergey",RUS,Unknown,100 - 130kg (super heavyweight),X,Bronze
Rio,2016,Rugby,Rugby,"SENATLA, Seabelo",RSA,Unknown,rugby,X,Bronze
Rio,2016,Aquatics,Swimming,"SETO, Daiya",JPN,Unknown,400m individual medley,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"SHANG, Chunsong",CHN,Unknown,"team, horizontal bar",X,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,"SHARIATI, Sabah",AZE,Unknown,100 - 130kg (super heavyweight),X,Bronze
Rio,2016,Judo,Judo,"SHAVDATUASHVILI, Lasha",GEO,Unknown,66 - 73kg (lightweight),X,Bronze
Rio,2016,Aquatics,Swimming,"SHI, Jinglin",CHN,Unknown,200m breaststroke,X,Bronze
Rio,2016,Fencing,Fencing,"SHUTOVA, Lyubov",RUS,Unknown,épée team,X,Bronze
Rio,2016,Rowing,Rowing,"SIEGELAAR, Olivier",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Judo,Judo,"SILVA, Rafael",BRA,Unknown,+ 100kg (heavyweight),X,Bronze
Rio,2016,Cycling,Cycling Track,"SIMMERLING, Georgia",CAN,Unknown,"1980 yards Pursuit, Team",X,Bronze
Rio,2016,Weightlifting,Weightlifting,"SINCRAIAN, Gabriel",ROU,Unknown,85kg,X,Bronze
Rio,2016,Aquatics,Diving,"SMITH, Anabelle",AUS,Unknown,3m springboard,X,Bronze
Rio,2016,Rugby,Rugby,"SMITH, Kwagga",RSA,Unknown,rugby,X,Bronze
Rio,2016,Rugby,Rugby,"SNYMAN, Philip",RSA,Unknown,rugby,X,Bronze
Rio,2016,Judo,Judo,"SOBIROV, Rishod",UZB,Unknown,61 - 66kg (middleweight),X,Bronze
Rio,2016,Rowing,Rowing,"SOLFOROSI, Franck",FRA,Unknown,lightweight coxless four (4-),X,Bronze
Rio,2016,Fencing,Fencing,"SOMFAI, Peter",HUN,Unknown,épée team,X,Bronze
Rio,2016,Rugby,Rugby,"SPECMAN, Rosko",RSA,Unknown,rugby,X,Bronze
Rio,2016,Rowing,Rowing,"SPRINGWALD, Maria",POL,Unknown,quadruple sculls with coxswain (4x),X,Bronze
Rio,2016,Rugby,Rugby,"STEACY, Ashley",CAN,Unknown,rugby,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"STEINGRUBER, Giulia",SUI,Unknown,vault,X,Bronze
Rio,2016,Tennis,Tennis,"STEPANEK, Radek",CZE,Unknown,mixed doubles,X,Bronze
Rio,2016,Rowing,Rowing,"STRANDLI, Are",NOR,Unknown,lightweight double sculls (2x),X,Bronze
Rio,2016,Rowing,Rowing,"STRUNGARU, Ioana",ROU,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Tennis,Tennis,"STRYCOVA, Barbora",CZE,Unknown,doubles,X,Bronze
Rio,2016,Rowing,Rowing,"SYNEK, Ondrej",CZE,Unknown,single sculls (1x),X,Bronze
Rio,2016,Rowing,Rowing,"TAIMSOO, Kaspar",EST,Unknown,quadruple sculls with coxswain (4x),X,Bronze
Rio,2016,Judo,Judo,"TAKATO, Naohisa",JPN,Unknown,- 60 kg,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"TAN, Jiaxin",CHN,Unknown,"team, horizontal bar",X,Bronze
Rio,2016,Archery,Archery,"TAN, Ya-Ting",TPE,Unknown,team round 60y,X,Bronze
Rio,2016,Canoe / Kayak,Canoe / Kayak F,"TARNOVSCHI, Serghei",MDA,Unknown,C-1 1000m (canoe single),X,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,"TASMURADOV, Elmurat",UZB,Unknown,- 66.6kg (lightweight),X,Bronze
Rio,2016,Athletics,Athletics,"THEISEN, EATON Brianne",CAN,Unknown,heptathlon,X,Bronze
Rio,2016,Equestrian,Eventing,"TINNEY, Stuart",AUS,Unknown,team,X,Bronze
Rio,2016,Athletics,Athletics,"TOLA, Tamirat",ETH,Unknown,10miles walk (16093m),X,Bronze
Rio,2016,Judo,Judo,"TOMA, Sergiu",UAE,Unknown,73 - 81kg (half-middleweight),X,Bronze
Rio,2016,Rowing,Rowing,"TUFTE, Olaf",NOR,Unknown,double sculls (2x),X,Bronze
Rio,2016,Boxing,Boxing,"TULAGANOV, Rustam",UZB,Unknown,+ 91kg (super heavyweight),X,Bronze
Rio,2016,Archery,Archery,"TYACK, Ryan",AUS,Unknown,team round 60y,X,Bronze
Rio,2016,Rowing,Rowing,"UITTENBOGAARD, Dirk",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Judo,Judo,"UROZBOEV, Diyorbek",UZB,Unknown,- 60 kg,X,Bronze
Rio,2016,Rowing,Rowing,"VALCIUKAITE, Milda",LTU,Unknown,double sculls (2x),X,Bronze
Rio,2016,Weightlifting,Weightlifting,"VALENTIN, PEREZ Lidia",ESP,Unknown,"67.5 - 75kg, one-two hand 3 events (middleweight)",X,Bronze
Rio,2016,Judo,Judo,"VAN, EMDEN Anicka",NED,Unknown,- 63kg (lightweight),X,Bronze
Rio,2016,Aquatics,Swimming,"VAN, LANDEGHEM Chantal",CAN,Unknown,4x100m freestyle relay,X,Bronze
Rio,2016,Judo,Judo,"VAN, TICHELT Dirk",BEL,Unknown,66 - 73kg (lightweight),X,Bronze
Rio,2016,Judo,Judo,"VARGAS, KOCH Laura",GER,Unknown,63 - 70kg (half-middleweight),X,Bronze
Rio,2016,Judo,Judo,"VELENSEK, Anamari",SLO,Unknown,71 - 78kg (half-middleweight),X,Bronze
Rio,2016,Rowing,Rowing,"VERSLUIS, Mechiel",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Rowing,Rowing,"VICINO, Giuseppe",ITA,Unknown,four-oared shell with coxswain (4-),X,Bronze
Rio,2016,Rowing,Rowing,"VISTARTAITE, Donata",LTU,Unknown,double sculls (2x),X,Bronze
Rio,2016,Cycling,Cycling Track,"VOGEL, Kristina",GER,Unknown,Team Sprint,X,Bronze
Rio,2016,Cycling,Cycling Track,"VON, FOLSACH Casper",DEN,Unknown,"1980 yards Pursuit, Team",X,Bronze
Rio,2016,Aquatics,Swimming,"WANG, Shun",CHN,Unknown,200m individual medley,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"WANG, Yan",CHN,Unknown,"team, horizontal bar",X,Bronze
Rio,2016,Rugby,Rugby,"WATCHAM,-ROY Natasha",CAN,Unknown,rugby,X,Bronze
Rio,2016,Cycling,Cycling Track,"WELTE, Miriam",GER,Unknown,Team Sprint,X,Bronze
Rio,2016,Rowing,Rowing,"WIERSUM, Peter",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Rowing,Rowing,"WIETEN, Tone",NED,Unknown,eight with coxswain (8+),X,Bronze
Rio,2016,Rugby,Rugby,"WILLIAMS, Charity",CAN,Unknown,rugby,X,Bronze
Rio,2016,Aquatics,Swimming,"WILLIAMS, Michelle",CAN,Unknown,4x100m freestyle relay,X,Bronze
Rio,2016,Archery,Archery,"WORTH, Taylor",AUS,Unknown,team round 60y,X,Bronze
Rio,2016,Fencing,Fencing,"WOZNIAK, Dagmara",USA,Unknown,sabre team,X,Bronze
Rio,2016,Judo,Judo,"YAMABE, Kanae",JPN,Unknown,+ 78kg (heavyweight),X,Bronze
Rio,2016,Shooting,Shooting,"YI, Siling",CHN,Unknown,10m air rifle (40 shots),X,Bronze
Rio,2016,Weightlifting,Weightlifting,"YOON, Jin Hee",KOR,Unknown,53kg,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"YOU, Hao",CHN,Unknown,"team, horizontal bar",X,Bronze
Rio,2016,Judo,Judo,"YU, Song",CHN,Unknown,+ 78kg (heavyweight),X,Bronze
Rio,2016,Fencing,Fencing,"ZAGUNIS, Mariel",USA,Unknown,sabre team,X,Bronze
Rio,2016,Weightlifting,Weightlifting,"ZAICHIKOV, Alexandr",KAZ,Unknown,+ 105kg,X,Bronze
Rio,2016,Gymnastics,Artistic G.,"ZHANG, Chenglong",CHN,Unknown,"team, horizontal bar",X,Bronze
