City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Rio,2016,Tennis,Tennis,"Lucie Hradecka, Radek Stepanek",CZE,Unknown,doubles,X,Bronze
Rio,2016,Weightlifting,Weightlifting,"LONG, Qingquan",CHN,Men,heavyweight - one hand lift,M,Gold
Rio,2016,Weightlifting,Weightlifting,Yun Chol Om,PRK,Men,heavyweight - one hand lift,M,Silver
Rio,2016,Weightlifting,Weightlifting,Sinphet Kruaithong,THA,Men,heavyweight - one hand lift,M,Bronze
Rio,2016,Weightlifting,Weightlifting,Oscar Albeiro Figueroa Mosquera,COL,Men,heavyweight - one hand lift,M,Gold
Rio,2016,Weightlifting,Weightlifting,"IRAWAN, Eko Yuli",INA,Men,heavyweight - one hand lift,M,Silver
Rio,2016,Weightlifting,Weightlifting,Farkhad Kharki,KAZ,Men,heavyweight - one hand lift,M,Bronze
Rio,2016,Weightlifting,Weightlifting,"SHI, Zhiyong",CHN,Men,heavyweight - one hand lift,M,Gold
Rio,2016,Weightlifting,Weightlifting,Daniyar Ismayilov,TUR,Men,heavyweight - one hand lift,M,Silver
Rio,2016,Weightlifting,Weightlifting,Izzat Artykov,KGZ,Men,heavyweight - one hand lift,M,Bronze
Rio,2016,Weightlifting,Weightlifting,Nijat Rahimov,KAZ,Men,heavyweight - one hand lift,M,Gold
Rio,2016,Weightlifting,Weightlifting,Xiaojun Lyu,CHN,Men,heavyweight - one hand lift,M,Silver
Rio,2016,Weightlifting,Weightlifting,Mohamed Mahmoud,EGY,Men,heavyweight - one hand lift,M,Bronze
Rio,2016,Weightlifting,Weightlifting,Kianoush Rostami,IRI,Men,heavyweight - one hand lift,M,Gold
Rio,2016,Weightlifting,Weightlifting,Tao Tian,CHN,Men,heavyweight - one hand lift,M,Silver
Rio,2016,Weightlifting,Weightlifting,Gabriel Sincraian,ROU,Men,heavyweight - one hand lift,M,Bronze
Rio,2016,Weightlifting,Weightlifting,Sohrab Moradi,IRI,Men,heavyweight - one hand lift,M,Gold
Rio,2016,Weightlifting,Weightlifting,Vadzim Straltsou,BLR,Men,heavyweight - one hand lift,M,Silver
Rio,2016,Weightlifting,Weightlifting,Aurimas Didzbalis,LTU,Men,heavyweight - one hand lift,M,Bronze
Rio,2016,Weightlifting,Weightlifting,Ruslan Nurudinov,UZB,Men,heavyweight - one hand lift,M,Gold
Rio,2016,Weightlifting,Weightlifting,Simon Martirosyan,ARM,Men,heavyweight - one hand lift,M,Silver
Rio,2016,Weightlifting,Weightlifting,Alexandr Zaichikov,KAZ,Men,heavyweight - one hand lift,M,Bronze
Rio,2016,Weightlifting,Weightlifting,Sopita Tanasan,THA,Women,heavyweight - one hand lift,W,Gold
Rio,2016,Weightlifting,Weightlifting,Sri Wahyuni Agustiani,INA,Women,heavyweight - one hand lift,W,Silver
Rio,2016,Weightlifting,Weightlifting,Hiromi Miyake,JPN,Women,heavyweight - one hand lift,W,Bronze
Rio,2016,Weightlifting,Weightlifting,Shu-Ching Hsu,TPE,Women,heavyweight - one hand lift,W,Gold
Rio,2016,Weightlifting,Weightlifting,Hidilyn Diaz,PHI,Women,heavyweight - one hand lift,W,Silver
Rio,2016,Weightlifting,Weightlifting,Jin Hee Yoon,KOR,Women,heavyweight - one hand lift,W,Bronze
Rio,2016,Weightlifting,Weightlifting,Sukanya Srisurat,THA,Women,heavyweight - one hand lift,W,Gold
Rio,2016,Weightlifting,Weightlifting,Pimsiri Sirikaew,THA,Women,heavyweight - one hand lift,W,Silver
Rio,2016,Weightlifting,Weightlifting,Hsing-Chun Kuo,TPE,Women,heavyweight - one hand lift,W,Bronze
Rio,2016,Weightlifting,Weightlifting,Wei Deng,CHN,Women,heavyweight - one hand lift,W,Gold
Rio,2016,Weightlifting,Weightlifting,Hyo Sim Choe,PRK,Women,heavyweight - one hand lift,W,Silver
Rio,2016,Weightlifting,Weightlifting,Karina Goricheva,KAZ,Women,heavyweight - one hand lift,W,Bronze
Rio,2016,Weightlifting,Weightlifting,Yanmei Xiang,CHN,Women,heavyweight - one hand lift,W,Gold
Rio,2016,Weightlifting,Weightlifting,Zhazira Zhapparkul,KAZ,Women,heavyweight - one hand lift,W,Silver
Rio,2016,Weightlifting,Weightlifting,Sara Ahmed,EGY,Women,heavyweight - one hand lift,W,Bronze
Rio,2016,Weightlifting,Weightlifting,Jong Sim Rim,PRK,Women,heavyweight - one hand lift,W,Gold
Rio,2016,Weightlifting,Weightlifting,Darya Naumava,BLR,Women,heavyweight - one hand lift,W,Silver
Rio,2016,Weightlifting,Weightlifting,Lidia Valentin Perez,ESP,Women,heavyweight - one hand lift,W,Bronze
Rio,2016,Weightlifting,Weightlifting,Suping Meng,CHN,Women,heavyweight - one hand lift,W,Gold
Rio,2016,Weightlifting,Weightlifting,Kuk Hyang Kim,PRK,Women,heavyweight - one hand lift,W,Silver
Rio,2016,Weightlifting,Weightlifting,Sarah Elizabeth Robles,USA,Women,heavyweight - one hand lift,W,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Ismael Borrero Molina,CUB,Men,open event,M,Gold
Rio,2016,Wrestling,Wrestling Gre-R,Shinobu Ota,JPN,Men,open event,M,Silver
Rio,2016,Wrestling,Wrestling Gre-R,Elmurat Tasmuradov,UZB,Men,open event,M,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Stig-Andre Berge,NOR,Men,open event,M,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Roman Vlasov,SRB,Men,open event,M,Gold
Rio,2016,Wrestling,Wrestling Gre-R,Mark Overgaard Madsen,DEN,Men,open event,M,Silver
Rio,2016,Wrestling,Wrestling Gre-R,Hyeonwoo Kim,KOR,Men,open event,M,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Saeid Morad Abdvali,IRI,Men,open event,M,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Davit Chakvetadze,SRB,Men,open event,M,Gold
Rio,2016,Wrestling,Wrestling Gre-R,Zhan Beleniuk,UKR,Men,open event,M,Silver
Rio,2016,Wrestling,Wrestling Gre-R,Javid Hamzatau,BLR,Men,open event,M,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Denis Maksymilian Kudla,GDR,Men,open event,M,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Mijain Lopez Nunez,CUB,Men,open event,M,Gold
Rio,2016,Wrestling,Wrestling Gre-R,Riza Kayaalp,TUR,Men,open event,M,Silver
Rio,2016,Wrestling,Wrestling Gre-R,Sabah Shariati,AZE,Men,open event,M,Bronze
Rio,2016,Wrestling,Wrestling Gre-R,Sergey Semenov,SRB,Men,open event,M,Bronze
